codigo_cliente,id_cliente,fecha_saldo,importe_operativa,moneda,tipo_operacion,max_saldo,fecha_mas_reciente,saldo_final,nombre,apellido1,apellido2,direccion,fecha_nacimiento,dni,nombre_completo,menor_30
97617977B,54,2023-05-20,-1088.73,USD,Bizum,9857.11,2023-05-20,58213.13,,,,,,,"",NO
16934936T,467,2025-02-24,4941.42,USD,Retirada Efectivo,9514.1,2025-02-24,37563.55,,,,,,,"",NO
38328614O,432,2022-04-27,-1746.9,EUR,Bizum,9504.88,2022-04-27,49660.29,,,,,,,"",NO
89743159P,463,2025-01-18,9855.92,USD,Tarjeta,9855.92,2025-01-18,34760.17,,,,,,,"",NO
65429469Q,210,2024-06-11,-308.87,JPY,Transferencia,9819.94,2024-06-11,29148.73,,,,,,,"",NO
89741042K,368,2024-07-10,-5602.37,USD,Bizum,9950.41,2024-07-10,36194.65,,,,,,,"",NO
43478196F,52,2024-11-09,-1674.56,GBP,Bizum,9419.18,2024-11-09,49545.18,,,,,,,"",NO
35994353A,493,2023-05-06,-1471.27,USD,Transferencia,9678.45,2023-05-06,38616.92,,,,,,,"",NO
48108982X,269,2023-11-04,9762.51,GBP,Bizum,9956.46,2023-11-04,52921.13,,,,,,,"",NO
15492743T,205,2024-11-06,832.44,USD,Retirada Efectivo,9590.01,2024-11-06,61630.12,,,,,,,"",NO
88180700N,105,2024-02-16,4385.19,GBP,Tarjeta,8231.69,2024-02-16,42527.61,,,,,,,"",NO
13680776D,136,2025-04-03,7321.77,JPY,Tarjeta,8258.51,2025-04-03,82708.83,Carlos,Torres,Ramírez,Paseo del Río 18,1983-02-25,45678901D,Carlos Torres Ramírez,NO
89129495K,10,2023-09-02,8361.42,USD,Retirada Efectivo,9907.67,2023-09-02,35481.58,,,,,,,"",NO
97617977B,369,2023-07-03,-2553.52,JPY,Bizum,9587.0,2023-07-03,58213.13,,,,,,,"",NO
13181753F,210,2022-01-19,-4778.52,EUR,Bizum,9819.94,2022-01-19,74790.01,,,,,,,"",NO
60157118H,300,2024-05-06,3298.34,EUR,Retirada Efectivo,9956.81,2024-05-06,66914.24,,,,,,,"",NO
48751165V,112,2023-06-03,7288.6,GBP,Tarjeta,8463.42,2023-06-03,66147.31,,,,,,,"",NO
88928707R,339,2023-02-21,8061.84,MXN,Tarjeta,9944.63,2023-02-21,42225.75,,,,,,,"",NO
14957535A,436,2025-12-29,-632.92,EUR,Transferencia,9113.07,2025-12-29,40949.46,,,,,,,"",NO
83130518C,247,2022-09-23,-3843.11,MXN,Transferencia,9096.07,2022-09-23,51406.52,,,,,,,"",NO
37978995C,28,2022-12-02,-9628.34,MXN,Transferencia,7487.74,2022-12-02,45382.05,,,,,,,"",NO
15915771I,87,2024-07-09,7065.78,MXN,Retirada Efectivo,9652.4,2024-07-09,80968.27,,,,,,,"",NO
47253844X,78,2023-09-22,8292.35,MXN,Retirada Efectivo,9943.23,2023-09-22,26623.64,,,,,,,"",NO
77749295J,475,2023-10-22,-9749.07,MXN,Transferencia,8419.0,2023-10-22,45873.45,,,,,,,"",NO
19639671X,410,2024-01-07,-7734.66,JPY,Bizum,8720.84,2024-01-07,55071.38,,,,,,,"",NO
46594348A,252,2025-08-22,9119.56,EUR,Tarjeta,9119.56,2025-08-22,38946.21,,,,,,,"",NO
95694861F,398,2025-09-02,9261.65,EUR,Tarjeta,9951.88,2025-09-02,89301.55,,,,,,,"",NO
52467321Q,223,2025-11-12,-8398.36,USD,Transferencia,9476.44,2025-11-12,2415.71,,,,,,,"",NO
38760561N,218,2024-12-25,1957.08,EUR,Retirada Efectivo,9210.68,2024-12-25,50691.06,,,,,,,"",NO
11397512R,379,2024-06-06,5278.1,GBP,Retirada Efectivo,9464.39,2024-06-06,31008.45,,,,,,,"",NO
27261052J,434,2022-01-10,8171.18,JPY,Bizum,9198.59,2022-01-10,49266.95,,,,,,,"",NO
57652950E,391,2025-02-18,5743.0,EUR,Tarjeta,9419.39,2025-02-18,35476.35,,,,,,,"",NO
54925263M,368,2022-06-14,2961.64,EUR,Retirada Efectivo,9950.41,2022-06-14,41626.89,,,,,,,"",NO
88702225V,454,2023-07-31,1499.92,JPY,Retirada Efectivo,9693.82,2023-07-31,59566.12,,,,,,,"",NO
40075645Z,441,2025-05-26,1400.98,GBP,Transferencia,9755.63,2025-05-26,30063.01,Carmen,Del Río,Serrano,Calle del Jardín 2,1991-11-11,24252627G,Carmen Del Río Serrano,NO
53641418E,414,2022-07-08,2668.53,USD,Bizum,9838.09,2022-07-08,7167.99,,,,,,,"",NO
52542670M,37,2024-03-30,4563.47,MXN,Retirada Efectivo,9854.34,2024-03-30,49387.29,,,,,,,"",NO
64637198O,84,2022-11-22,8263.39,EUR,Bizum,9552.47,2022-11-22,25223.39,,,,,,,"",NO
77749295J,416,2024-01-19,6015.11,GBP,Transferencia,9966.43,2024-01-19,45873.45,,,,,,,"",NO
82238153W,138,2024-02-17,2678.63,MXN,Retirada Efectivo,9603.31,2024-02-17,-1482.44,,,,,,,"",NO
78322125T,486,2022-11-26,1091.64,JPY,Retirada Efectivo,9597.95,2022-11-26,70359.55,,,,,,,"",NO
10278500S,178,2024-02-21,-8612.05,EUR,Transferencia,9853.37,2024-02-21,43451.66,,,,,,,"",NO
67750110G,430,2024-02-05,-5636.88,MXN,Bizum,9921.27,2024-02-05,88059.54,,,,,,,"",NO
64182663N,292,2023-10-13,3758.25,EUR,Tarjeta,9289.6,2023-10-13,69439.03,,,,,,,"",NO
43478196F,22,2023-02-16,5636.37,MXN,Bizum,9707.39,2023-02-16,49545.18,,,,,,,"",NO
42913560A,97,2024-02-18,157.68,GBP,Bizum,9724.03,2024-02-18,49917.31,,,,,,,"",NO
52542670M,223,2025-03-22,9476.44,JPY,Transferencia,9476.44,2025-03-22,49387.29,,,,,,,"",NO
95546117G,271,2023-05-24,7394.19,EUR,Bizum,9702.61,2023-05-24,35375.9,,,,,,,"",NO
15339564Y,90,2025-05-13,-8796.19,MXN,Transferencia,9621.13,2025-05-13,45041.0,,,,,,,"",NO
91054365R,169,2022-04-13,-5811.8,MXN,Bizum,9425.52,2022-04-13,18802.56,,,,,,,"",NO
66886990G,373,2024-07-09,5825.0,MXN,Retirada Efectivo,9671.13,2024-07-09,53604.24,,,,,,,"",NO
90792426C,151,2023-05-31,8373.92,EUR,Retirada Efectivo,9438.76,2023-05-31,26317.47,,,,,,,"",NO
19444602G,233,2025-10-16,6127.11,USD,Retirada Efectivo,9972.99,2025-10-16,57140.88,,,,,,,"",NO
45641315L,365,2023-09-05,4989.6,USD,Bizum,9825.21,2023-09-05,64383.77,,,,,,,"",NO
24442968M,104,2025-08-15,8899.63,USD,Transferencia,9518.07,2025-08-15,65296.65,,,,,,,"",NO
96244738D,123,2023-07-26,7119.77,MXN,Retirada Efectivo,8867.28,2023-07-26,78462.41,,,,,,,"",NO
21084032Y,423,2024-05-16,6838.06,EUR,Retirada Efectivo,9610.11,2024-05-16,41297.49,,,,,,,"",NO
20301602F,399,2025-08-01,8854.03,MXN,Tarjeta,9821.75,2025-08-01,85243.45,Natalia,Ramírez,García,Calle Sur 14,2007-12-11,11223344K,Natalia Ramírez García,SI
50978539U,136,2023-08-13,257.44,GBP,Transferencia,8258.51,2023-08-13,84529.29,,,,,,,"",NO
65912819T,460,2023-11-30,-1188.56,EUR,Bizum,9769.47,2023-11-30,21688.43,,,,,,,"",NO
59372522W,332,2024-11-10,5984.18,JPY,Bizum,8918.86,2024-11-10,78663.8,,,,,,,"",NO
39492750X,413,2025-11-01,-2998.08,MXN,Bizum,9873.92,2025-11-01,5871.16,,,,,,,"",NO
22646389G,400,2024-02-07,-7677.34,USD,Transferencia,9785.81,2024-02-07,15279.03,,,,,,,"",NO
43550091Y,134,2022-05-16,8916.1,USD,Tarjeta,9939.83,2022-05-16,40719.89,,,,,,,"",NO
98378011P,483,2025-02-22,6853.75,MXN,Retirada Efectivo,9614.8,2025-02-22,55511.63,Alicia,Garrido,Santos,Calle del Norte 3,1989-06-06,18192021A,Alicia Garrido Santos,NO
26744281U,60,2024-11-10,-9873.76,MXN,Transferencia,9137.96,2024-11-10,37087.64,,,,,,,"",NO
83130518C,45,2025-03-28,8666.39,GBP,Transferencia,9858.62,2025-03-28,51406.52,,,,,,,"",NO
82267962O,449,2025-05-27,-3523.16,USD,Transferencia,9582.64,2025-05-27,38803.88,,,,,,,"",NO
27029841F,72,2022-04-25,-999.03,EUR,Transferencia,9967.28,2022-04-25,32880.83,,,,,,,"",NO
18696351I,383,2025-07-27,7188.98,GBP,Retirada Efectivo,9796.61,2025-07-27,44807.55,,,,,,,"",NO
18708230V,278,2024-03-28,3489.99,EUR,Transferencia,9444.33,2024-03-28,75651.73,,,,,,,"",NO
71899444Y,174,2022-10-28,2030.35,USD,Tarjeta,9903.1,2022-10-28,107699.49,Sofía,López,Sánchez,Calle Luna 5,1988-11-03,34567890C,Sofía López Sánchez,NO
81950959T,229,2022-01-18,1548.87,EUR,Retirada Efectivo,9926.58,2022-01-18,47110.13,,,,,,,"",NO
82654098Q,398,2022-10-25,9951.88,EUR,Bizum,9951.88,2022-10-25,38338.99,,,,,,,"",NO
64853798V,456,2025-07-13,5408.99,MXN,Bizum,9376.16,2025-07-13,52355.18,Raquel,Esteban,Quintero,Calle del Campo 4,1986-11-11,14151617W,Raquel Esteban Quintero,NO
64182663N,294,2024-12-23,8543.64,MXN,Bizum,8915.8,2024-12-23,69439.03,,,,,,,"",NO
90228959U,309,2025-11-08,9968.04,MXN,Bizum,9968.04,2025-11-08,117553.86,,,,,,,"",NO
91903816U,50,2022-02-08,678.89,GBP,Retirada Efectivo,9591.43,2022-02-08,73318.33,,,,,,,"",NO
46984919M,445,2023-03-11,585.82,USD,Tarjeta,8269.13,2023-03-11,33455.05,,,,,,,"",NO
26574180I,355,2023-12-15,462.71,GBP,Retirada Efectivo,9005.49,2023-12-15,61063.82,,,,,,,"",NO
65105764O,150,2022-02-02,1974.18,MXN,Transferencia,8799.41,2022-02-02,24250.11,,,,,,,"",NO
82524490J,81,2024-09-03,7689.16,JPY,Bizum,8917.85,2024-09-03,60322.25,,,,,,,"",NO
61775826P,306,2023-08-03,1055.21,EUR,Tarjeta,9914.71,2023-08-03,67789.11,,,,,,,"",NO
69426294I,229,2024-12-14,5487.2,MXN,Transferencia,9926.58,2024-12-14,11623.32,,,,,,,"",NO
30777310P,358,2023-04-07,-4840.86,EUR,Transferencia,9812.41,2023-04-07,-10409.25,,,,,,,"",NO
83824578O,146,2024-06-04,6349.06,MXN,Tarjeta,8765.56,2024-06-04,39470.48,,,,,,,"",NO
90792426C,185,2024-05-14,-6908.08,MXN,Transferencia,9666.62,2024-05-14,26317.47,,,,,,,"",NO
74344108K,297,2022-05-15,2903.96,USD,Retirada Efectivo,9779.74,2022-05-15,70336.93,,,,,,,"",NO
92803473M,193,2022-06-30,9193.76,GBP,Bizum,9193.76,2022-06-30,106005.59,,,,,,,"",NO
10369978P,87,2022-01-22,9652.4,JPY,Tarjeta,9652.4,2022-01-22,47882.81,Javier,Moreno,Castro,Av. Andalucía 3,2005-09-30,67890123F,Javier Moreno Castro,SI
98912616F,165,2022-07-30,-7410.42,USD,Bizum,9450.06,2022-07-30,22864.05,,,,,,,"",NO
88702225V,308,2025-09-06,7161.34,MXN,Retirada Efectivo,9912.22,2025-09-06,59566.12,,,,,,,"",NO
97965447G,228,2024-09-09,5095.25,USD,Tarjeta,9736.01,2024-09-09,-313.37,,,,,,,"",NO
75976752E,87,2022-08-04,6602.44,MXN,Tarjeta,9652.4,2022-08-04,36224.03,,,,,,,"",NO
53666983I,200,2022-11-29,-5239.76,EUR,Transferencia,9859.67,2022-11-29,35228.61,,,,,,,"",NO
37339115A,468,2023-07-15,623.85,MXN,Tarjeta,8634.6,2023-07-15,71655.65,Teresa,Campos,León,Calle del Este 9,1991-09-09,77889900Q,Teresa Campos León,NO
11345140X,265,2022-01-10,7173.17,USD,Tarjeta,9452.83,2022-01-10,97046.77,,,,,,,"",NO
67292751L,104,2024-10-13,-5160.59,EUR,Transferencia,9518.07,2024-10-13,60792.77,Eva,Blanco,Morales,Calle del Mar 1,1987-08-08,12131415U,Eva Blanco Morales,NO
51966750P,130,2025-05-14,-9198.68,JPY,Bizum,9027.53,2025-05-14,27876.24,,,,,,,"",NO
80589731N,275,2022-03-17,2633.78,EUR,Tarjeta,8825.74,2022-03-17,51429.43,,,,,,,"",NO
18760770L,408,2025-12-02,971.53,MXN,Retirada Efectivo,8333.09,2025-12-02,39325.18,,,,,,,"",NO
65743702V,290,2023-05-24,-2256.65,EUR,Bizum,9477.06,2023-05-24,36405.66,,,,,,,"",NO
63273280Q,391,2022-07-17,7530.06,MXN,Tarjeta,9419.39,2022-07-17,31257.68,,,,,,,"",NO
36378812Z,133,2022-10-13,7135.75,USD,Tarjeta,8331.23,2022-10-13,47289.25,Miguel,Cano,Luna,Calle del Río 8,1992-03-03,44556677N,Miguel Cano Luna,NO
84601530E,284,2023-01-19,-8959.49,USD,Bizum,9450.97,2023-01-19,43149.41,,,,,,,"",NO
55742717S,164,2024-05-14,377.3,USD,Tarjeta,9482.89,2024-05-14,28474.95,,,,,,,"",NO
72471710F,132,2023-06-28,8899.77,MXN,Bizum,9739.78,2023-06-28,133316.13,,,,,,,"",NO
26744281U,470,2023-04-12,5471.13,JPY,Retirada Efectivo,9462.44,2023-04-12,37087.64,,,,,,,"",NO
55051944N,236,2023-05-17,8968.5,JPY,Retirada Efectivo,9951.29,2023-05-17,47122.42,,,,,,,"",NO
46984919M,296,2022-06-23,4089.0,JPY,Tarjeta,9456.49,2022-06-23,33455.05,,,,,,,"",NO
11345140X,185,2025-10-30,5784.77,JPY,Retirada Efectivo,9666.62,2025-10-30,97046.77,,,,,,,"",NO
47719214Q,363,2023-11-02,7717.65,MXN,Bizum,9341.76,2023-11-02,64330.62,,,,,,,"",NO
28192295U,12,2023-11-01,6513.76,USD,Retirada Efectivo,7591.11,2023-11-01,32325.9,,,,,,,"",NO
65932825L,95,2023-06-09,-2943.38,GBP,Bizum,8043.49,2023-06-09,27829.68,,,,,,,"",NO
18812674I,156,2023-01-17,515.69,JPY,Tarjeta,6202.8,2023-01-17,80293.7,,,,,,,"",NO
64967407A,274,2022-01-30,2021.59,GBP,Bizum,9534.18,2022-01-30,38251.38,,,,,,,"",NO
60406604Z,370,2025-07-24,4968.7,GBP,Transferencia,7936.95,2025-07-24,94296.82,,,,,,,"",NO
10369978P,129,2024-11-11,9381.45,EUR,Retirada Efectivo,9381.45,2024-11-11,47882.81,Javier,Moreno,Castro,Av. Andalucía 3,2005-09-30,67890123F,Javier Moreno Castro,SI
87230306Q,470,2023-02-26,896.94,EUR,Tarjeta,9462.44,2023-02-26,2149.32,,,,,,,"",NO
91432207P,47,2025-02-16,920.26,EUR,Transferencia,8706.96,2025-02-16,24574.81,,,,,,,"",NO
76381793S,180,2024-11-12,2629.64,JPY,Tarjeta,9807.23,2024-11-12,68039.08,,,,,,,"",NO
44087819O,260,2025-09-11,5281.38,MXN,Tarjeta,9984.22,2025-09-11,44396.39,,,,,,,"",NO
77749295J,31,2022-08-17,1667.1,MXN,Bizum,9625.58,2024-11-13,45873.45,,,,,,,"",NO
90490846E,234,2023-09-22,7198.04,EUR,Tarjeta,9819.56,2023-09-22,63248.13,,,,,,,"",NO
54062091X,102,2024-03-25,8607.86,GBP,Transferencia,9889.29,2024-03-25,75432.39,,,,,,,"",NO
90228959U,266,2023-11-30,9159.42,MXN,Tarjeta,9555.16,2023-11-30,117553.86,,,,,,,"",NO
52874324C,473,2023-09-23,6544.22,MXN,Transferencia,9726.74,2023-09-23,22837.96,,,,,,,"",NO
65429469Q,96,2024-05-04,6245.09,USD,Tarjeta,9210.57,2024-05-04,29148.73,,,,,,,"",NO
91903816U,432,2024-04-05,484.88,MXN,Retirada Efectivo,9504.88,2024-04-05,73318.33,,,,,,,"",NO
77574957P,455,2023-08-13,9210.36,GBP,Bizum,9210.36,2025-03-31,44274.11,,,,,,,"",NO
81300306S,431,2023-03-24,5643.73,JPY,Tarjeta,9230.58,2023-03-24,73937.31,Tomás,Serrano,Muñoz,Av. del Prado 1,1990-10-05,22334455L,Tomás Serrano Muñoz,NO
91903398I,28,2025-12-31,6388.64,EUR,Retirada Efectivo,7487.74,2025-12-31,17882.47,,,,,,,"",NO
86371152T,489,2025-04-04,7807.29,JPY,Retirada Efectivo,9102.63,2025-04-04,31596.24,,,,,,,"",NO
74701363X,37,2023-12-14,3386.64,GBP,Retirada Efectivo,9854.34,2023-12-14,95034.81,,,,,,,"",NO
74344108K,72,2024-12-04,-5986.02,GBP,Transferencia,9967.28,2024-12-04,70336.93,,,,,,,"",NO
71899444Y,484,2022-01-07,-689.11,MXN,Bizum,8020.31,2022-01-07,107699.49,Sofía,López,Sánchez,Calle Luna 5,1988-11-03,34567890C,Sofía López Sánchez,NO
63646163V,255,2022-01-30,9354.46,JPY,Tarjeta,9575.56,2022-01-30,51004.64,,,,,,,"",NO
93616609W,428,2024-12-31,8376.39,USD,Tarjeta,8606.41,2024-12-31,48246.52,,,,,,,"",NO
64475884N,366,2025-10-24,5213.04,USD,Retirada Efectivo,9860.64,2025-10-24,26860.42,,,,,,,"",NO
12626328N,31,2025-04-13,9625.58,EUR,Retirada Efectivo,9625.58,2025-04-13,64110.65,Ignacio,Molina,Vargas,Av. del Sur 5,1983-04-04,88990011R,Ignacio Molina Vargas,NO
47665911A,57,2025-12-16,9655.15,EUR,Retirada Efectivo,9655.15,2025-12-16,97533.49,,,,,,,"",NO
45738625S,59,2024-03-31,129.33,GBP,Retirada Efectivo,7861.75,2024-03-31,16891.74,,,,,,,"",NO
73029890P,284,2025-03-10,-8330.44,GBP,Bizum,9450.97,2025-03-10,57940.26,,,,,,,"",NO
56814437O,16,2023-12-02,5348.25,EUR,Retirada Efectivo,9870.38,2023-12-02,70671.54,,,,,,,"",NO
47187112T,380,2025-07-31,-3224.95,GBP,Bizum,7955.56,2025-07-31,92591.83,,,,,,,"",NO
32347887Z,470,2022-04-04,582.44,JPY,Tarjeta,9462.44,2022-04-04,59837.68,,,,,,,"",NO
40075645Z,150,2024-09-29,2464.25,JPY,Retirada Efectivo,8799.41,2024-09-29,30063.01,Carmen,Del Río,Serrano,Calle del Jardín 2,1991-11-11,24252627G,Carmen Del Río Serrano,NO
75637771O,298,2024-02-12,4107.5,JPY,Retirada Efectivo,9163.5,2024-02-12,32331.16,,,,,,,"",NO
65932825L,321,2022-09-01,-8256.41,EUR,Bizum,9498.86,2022-09-01,27829.68,,,,,,,"",NO
35810555M,179,2022-11-24,-6566.33,MXN,Bizum,9900.83,2022-11-24,26672.61,,,,,,,"",NO
17561197P,491,2023-09-25,-7645.22,EUR,Transferencia,9611.63,2023-09-25,11654.73,Andrea,Del Valle,Saavedra,Calle del Lago 3,1985-07-07,33445566M,Andrea Del Valle Saavedra,NO
47187112T,110,2025-02-15,4371.71,USD,Tarjeta,9186.48,2025-02-15,92591.83,,,,,,,"",NO
31264413Q,421,2025-08-23,1230.96,USD,Tarjeta,9882.89,2025-08-23,125770.68,,,,,,,"",NO
96691054D,125,2023-12-10,9890.01,USD,Retirada Efectivo,9890.01,2023-12-10,69416.97,,,,,,,"",NO
69426294I,373,2022-04-22,-5933.68,MXN,Bizum,9671.13,2022-04-22,11623.32,,,,,,,"",NO
95694861F,98,2025-07-30,4101.22,JPY,Retirada Efectivo,9881.01,2025-07-30,89301.55,,,,,,,"",NO
97617977B,202,2025-08-14,454.44,MXN,Tarjeta,9520.23,2025-08-14,58213.13,,,,,,,"",NO
99171250T,282,2022-03-24,-6526.7,JPY,Transferencia,9794.34,2022-03-24,40203.61,,,,,,,"",NO
29926585K,414,2023-08-24,6101.55,GBP,Bizum,9838.09,2023-08-24,3898.94,,,,,,,"",NO
88928707R,376,2023-09-06,2343.2,USD,Tarjeta,9880.16,2023-09-06,42225.75,,,,,,,"",NO
44027737F,83,2023-07-28,417.32,MXN,Tarjeta,9693.14,2023-07-28,69639.22,,,,,,,"",NO
45641315L,265,2022-01-20,3678.28,USD,Retirada Efectivo,9452.83,2022-01-20,64383.77,,,,,,,"",NO
99376477E,245,2025-05-14,8285.14,JPY,Retirada Efectivo,8556.88,2025-05-14,70452.78,,,,,,,"",NO
35810555M,388,2022-11-20,5425.88,GBP,Tarjeta,9422.18,2022-11-20,26672.61,,,,,,,"",NO
13901417L,387,2025-05-30,5370.75,GBP,Tarjeta,9722.5,2025-05-30,37429.12,Esther,Delgado,Del Río,Av. del Este 6,1999-09-09,25262728H,Esther Delgado Del Río,SI
67458473D,261,2022-03-05,-321.19,MXN,Transferencia,8635.68,2022-03-05,7124.09,,,,,,,"",NO
98711061Q,283,2024-01-22,5491.07,JPY,Transferencia,9975.84,2024-01-22,49609.06,,,,,,,"",NO
65608106F,338,2024-05-20,-2868.09,EUR,Bizum,8488.61,2024-05-20,-1880.98,,,,,,,"",NO
38609024P,256,2025-01-20,8949.01,JPY,Tarjeta,9709.18,2025-01-20,51217.28,,,,,,,"",NO
11625417Y,217,2022-04-04,6680.69,USD,Transferencia,9094.12,2022-04-04,66563.54,,,,,,,"",NO
52467321Q,68,2025-01-01,1211.95,JPY,Tarjeta,9949.92,2025-01-01,2415.71,,,,,,,"",NO
47068877W,296,2023-04-27,1368.97,JPY,Transferencia,9456.49,2023-04-27,54345.29,,,,,,,"",NO
47719214Q,183,2025-05-14,1792.4,GBP,Bizum,8945.44,2025-05-14,64330.62,,,,,,,"",NO
12111350R,168,2022-07-20,-3377.02,MXN,Bizum,8561.34,2022-07-20,70876.46,,,,,,,"",NO
67901522P,43,2023-01-16,1168.29,USD,Transferencia,9529.81,2023-01-16,73579.09,,,,,,,"",NO
39222928U,87,2024-12-23,-1104.61,MXN,Bizum,9652.4,2024-12-23,17072.48,,,,,,,"",NO
51966750P,125,2023-06-30,7788.74,JPY,Bizum,9890.01,2023-06-30,27876.24,,,,,,,"",NO
90792426C,85,2022-12-11,2247.21,JPY,Retirada Efectivo,9862.92,2022-12-11,26317.47,,,,,,,"",NO
99328532J,425,2022-12-30,551.56,JPY,Bizum,9632.66,2022-12-30,61877.06,,,,,,,"",NO
96244738D,452,2024-11-17,-178.65,MXN,Bizum,9422.95,2024-11-17,78462.41,,,,,,,"",NO
53654648M,284,2023-05-07,6179.52,MXN,Bizum,9450.97,2023-05-07,72118.53,,,,,,,"",NO
45168663L,366,2025-09-20,6585.66,JPY,Tarjeta,9860.64,2025-09-20,80831.75,,,,,,,"",NO
28192295U,96,2022-06-01,8010.68,MXN,Tarjeta,9210.57,2022-06-01,32325.9,,,,,,,"",NO
14694263J,134,2025-03-27,9177.65,USD,Retirada Efectivo,9939.83,2025-03-27,62257.59,,,,,,,"",NO
28388486Q,151,2023-07-01,9362.17,USD,Bizum,9438.76,2023-07-01,71532.1,,,,,,,"",NO
54062091X,160,2025-03-15,9261.99,JPY,Retirada Efectivo,9638.41,2025-03-15,75432.39,,,,,,,"",NO
83919232P,97,2024-06-09,9724.03,GBP,Tarjeta,9724.03,2024-06-09,18004.41,,,,,,,"",NO
74701252T,179,2025-10-31,4700.29,MXN,Transferencia,9900.83,2025-10-31,37370.26,,,,,,,"",NO
93828204U,97,2024-12-03,3352.57,USD,Tarjeta,9724.03,2024-12-03,18196.24,,,,,,,"",NO
42414355E,225,2022-09-18,-9729.66,MXN,Transferencia,8821.78,2022-09-18,37972.69,,,,,,,"",NO
90792426C,473,2022-09-02,-7462.16,EUR,Bizum,9726.74,2022-09-02,26317.47,,,,,,,"",NO
93019708W,378,2025-09-03,7227.07,JPY,Retirada Efectivo,9265.67,2025-09-03,44490.45,,,,,,,"",NO
76204298F,187,2024-07-26,-4966.16,JPY,Bizum,7685.36,2024-07-26,62866.48,,,,,,,"",NO
39222928U,113,2025-11-07,8687.76,EUR,Tarjeta,9356.04,2025-11-07,17072.48,,,,,,,"",NO
45065378O,193,2022-01-13,-7907.99,MXN,Bizum,9193.76,2022-01-13,37269.91,,,,,,,"",NO
37191745O,65,2024-01-24,5286.27,MXN,Retirada Efectivo,9605.38,2024-01-24,47269.13,,,,,,,"",NO
72081633D,496,2025-04-22,-8215.67,GBP,Bizum,9923.74,2025-04-22,40513.98,,,,,,,"",NO
61800130C,292,2022-04-21,809.63,USD,Retirada Efectivo,9289.6,2022-04-21,55749.39,Roberto,Vega,Ortega,Calle Jardín 12,1989-05-17,89012345H,Roberto Vega Ortega,NO
11194048D,464,2022-02-28,-7221.98,GBP,Bizum,9888.28,2022-02-28,3253.81,,,,,,,"",NO
60643924G,27,2024-05-28,3251.89,EUR,Tarjeta,9706.86,2024-05-28,76437.74,,,,,,,"",NO
92937383Y,232,2023-05-14,-8935.7,EUR,Bizum,8350.11,2023-05-14,8102.24,,,,,,,"",NO
39222928U,261,2024-07-04,150.66,EUR,Transferencia,8635.68,2024-07-04,17072.48,,,,,,,"",NO
57340126U,231,2023-12-07,5190.44,USD,Tarjeta,9302.79,2023-12-07,59015.32,,,,,,,"",NO
66878315D,370,2025-05-03,-1922.72,GBP,Transferencia,7936.95,2025-05-03,17445.19,,,,,,,"",NO
73772445L,217,2022-04-20,-1103.53,EUR,Transferencia,9094.12,2022-04-20,50136.52,,,,,,,"",NO
44046437N,320,2023-09-24,1734.59,MXN,Bizum,9846.25,2023-09-24,57546.69,,,,,,,"",NO
65429469Q,365,2025-04-15,-594.69,EUR,Transferencia,9825.21,2025-04-15,29148.73,,,,,,,"",NO
84866182V,86,2022-06-22,1284.24,USD,Retirada Efectivo,9488.32,2022-06-22,98611.34,,,,,,,"",NO
44661307X,357,2025-04-29,9759.89,USD,Retirada Efectivo,9759.89,2025-04-29,99591.17,,,,,,,"",NO
29071199A,248,2024-12-15,7730.57,EUR,Bizum,9966.21,2024-12-15,55856.7,,,,,,,"",NO
91903398I,92,2023-12-03,8559.48,GBP,Retirada Efectivo,9861.41,2023-12-03,17882.47,,,,,,,"",NO
88976515X,264,2022-10-07,1708.1,EUR,Retirada Efectivo,8397.95,2022-10-07,36342.2,Daniel,Ruiz,Fernández,Av. del Mar 22,2004-07-19,23456789B,Daniel Ruiz Fernández,SI
18696351I,361,2022-06-22,8097.09,GBP,Tarjeta,9839.86,2022-06-22,44807.55,,,,,,,"",NO
11413210A,25,2025-07-31,6413.66,USD,Retirada Efectivo,9654.53,2025-07-31,101938.01,,,,,,,"",NO
27029841F,392,2023-12-14,7402.88,MXN,Retirada Efectivo,9608.44,2023-12-14,32880.83,,,,,,,"",NO
88702225V,323,2025-08-06,8871.57,USD,Bizum,8871.57,2025-08-06,59566.12,,,,,,,"",NO
99082359Y,408,2023-12-18,-215.18,MXN,Bizum,8333.09,2023-12-18,35767.72,,,,,,,"",NO
75976752E,488,2025-06-06,7492.59,GBP,Tarjeta,9964.34,2025-06-06,36224.03,,,,,,,"",NO
77673987D,117,2024-05-28,-4850.47,EUR,Transferencia,9256.09,2024-05-28,54510.34,,,,,,,"",NO
73955695G,343,2023-07-17,-7822.55,JPY,Bizum,9798.55,2023-07-17,9882.84,,,,,,,"",NO
26026604U,51,2025-10-07,7267.48,MXN,Bizum,9097.41,2025-10-07,41055.64,,,,,,,"",NO
39871679L,39,2025-12-13,5543.59,JPY,Retirada Efectivo,9782.89,2025-12-13,59324.18,,,,,,,"",NO
28638776H,131,2023-09-11,-2713.84,EUR,Bizum,9465.07,2023-09-11,78634.3,,,,,,,"",NO
17991913C,260,2022-08-27,-2872.65,GBP,Transferencia,9984.22,2022-08-27,23136.98,,,,,,,"",NO
15190630Z,357,2025-03-25,-2149.75,JPY,Transferencia,9759.89,2025-03-25,21871.42,,,,,,,"",NO
